"writerid";"name"
65880;"Cilauro, Santo"
65928;"Cimino, Michael (I)"
66168;"Cistheri, Raymond"
66305;"Clair, René"
66356;"Clancy, Tom (I)"
66461;"Clark, Bob (III)"
66658;"Clark, Larry (I)"
66835;"Clarke, Arthur C."
66930;"Clarke, Mary Ruth"
66954;"Clarke, Robert (I)"
67116;"Clavell, James"
67131;"Clavier, Christian"
67144;"Clawson, Elliott J."
67305;"Cleese, John"
67347;"Clemens, Brian"
67370;"Clement, Dick"
67455;"Clements, Ron"
67472;"Clemmons, Larry"
67540;"Cleveland, Rick (I)"
67569;"Cleworth, Eric"
67601;"Clifford, John (II)"
67632;"Clifton, Patrick J."
67686;"Clive, Harry"
67705;"Clokey, Art"
67706;"Clokey, Gloria"
67767;"Clouse, James"
67788;"Clouzot, Henri-Georges"
67882;"Clément, René"
67980;"Cobb, Humphrey"
68069;"Coburn, Randy Sue"
68130;"Cochran, Stacy"
68160;"Cockburn, Andrew (I)"
68163;"Cockburn, Leslie (I)"
68197;"Cocks, Jay"
68254;"Cody, Bill (II)"
68346;"Coen, Ethan"
68347;"Coen, Franklin"
68351;"Coen, Joel"
68354;"Coencas, Joseph"
68374;"Coffee, Lenore J."
68541;"Cohen, Albert J."
68567;"Cohen, Barney (I)"
68584;"Cohen, Catherine (I)"
68618;"Cohen, David (III)"
68628;"Cohen, David Aaron"
68636;"Cohen, David Steven"
68648;"Cohen, Eli (I)"
68720;"Cohen, Joel (I)"
68757;"Cohen, Larry (I)"
68762;"Cohen, Lawrence D."
68767;"Cohen, Lester (II)"
68790;"Cohen, Max (I)"
68836;"Cohen, Peter M."
68864;"Cohen, Rudy"
68885;"Cohen, Steve (VI)"
69117;"Coldeway, Anthony"
69145;"Cole, Brandon (I)"
69234;"Cole, Lester (I)"
69325;"Coleman, Ann (II)"
69469;"Colette (I)"
69504;"Colicchio, Victor"
69506;"Colick, Lewis"
69591;"Collard, Cyril"
69615;"Colleary, Michael"
69697;"Collier, Constance"
69708;"Collier, John (I)"
69816;"Collins, Dale (I)"
69950;"Collins, Richard (II)"
70036;"Collodi, Carlo"
70237;"Colton, John (I)"
70275;"Columbus, Chris"
70342;"Comas Gil, Jaime"
70390;"Comden, Betty"
70504;"Compagnon, Brune"
70508;"Companeez, Nina"
70512;"Companéez, Jacques"
70588;"Conan Doyle, Arthur"
70650;"Conde, Nicholas"
70678;"Condo, George"
70687;"Condon, Bill"
70701;"Condon, Richard (I)"
70796;"Coninx, Stijn"
70811;"Conkling, Chris"
70846;"Conlin, Richard"
70858;"Conlon, Gerry"
70883;"Connaughton, Shane"
70892;"Connell, Del"
70912;"Connell, Myles"
70916;"Connell, Richard (I)"
70938;"Connelly, Joe (I)"
70939;"Connelly, Joe (II)"
70951;"Connelly, Theresa"
71016;"Connolly, Jon"
71028;"Connolly, Myles (I)"
71140;"Conrad, Chris (I)"
71162;"Conrad, Joseph (I)"
71166;"Conrad, Mikel"
71225;"Conroy, Pat"
71376;"Conte, Robert (I)"
71443;"Contreras, Ernie"
71629;"Cook, David (I)"
71640;"Cook, Douglas (I)"
71711;"Cook, Lorna"
71748;"Cook, Robin (I)"
71769;"Cook, Tommy (I)"
71779;"Cook, Whitfield"
71994;"Cooper, Barry Michael"
72048;"Cooper, Dennis (III)"
72071;"Cooper, George A. (I)"
72079;"Cooper, Helen (I)"
72102;"Cooper, James Fenimore"
72154;"Cooper, Merian C."
72172;"Cooper, Paul W."
72234;"Cooper, Wyllis"
72262;"Coover, Robert"
72354;"Copp, Rick"
72362;"Coppel, Alec"
72405;"Coppola, Francis Ford"
72418;"Coppola, Sofia"
72482;"Corben, Richard"
72524;"Corbiau, Andrée"
72525;"Corbiau, Gérard"
72758;"Coriat, Laurence"
72774;"Cork, John"
72805;"Corley, David L."
72817;"Corman, Avery"
72823;"Corman, Roger"
72906;"Cornell, John (I)"
73057;"Corr, Eugene"
73193;"Corrente, Michael"
73209;"Corrigan, Kevin (I)"
73225;"Corrington, John William"
73226;"Corrington, Joyce Hooper"
73416;"Cortázar, Julio (I)"
73487;"Corwin, Norman"
73507;"Cosby, Christopher"
73512;"Coscarelli, Don"
73518;"Coscia, Marcello"
73587;"Cosmos, Jean"
73949;"Coto, Manny"
73990;"Cotter, John (I)"
74044;"Cottrell Boyce, Frank"
74052;"Cottrell, William (I)"
74072;"Couch, Chuck (I)"
74341;"Cousin, Pascal"
74463;"Covan, Morton"
74506;"Covert, Michael (III)"
74585;"Cowan, Sada"
74593;"Coward, Noel"
74602;"Cowden, Jack"
74695;"Cox, Alex (I)"
74766;"Cox, Jim (II)"
74951;"Crabbe, Peter"
74993;"Craft, Michael (I)"
75044;"Craig, H.A.L."
75064;"Craig, Laurie"
75130;"Cram, Mildred"
75316;"Craven, Frank (I)"
75331;"Craven, Wes"
75342;"Craviotto, Darlene"
75369;"Crawford, Christina (I)"
75533;"Creedon, Richard"
75545;"Creelman, James Ashmore"
75668;"Cresson, James"
75675;"Cresswell, John (I)"
75761;"Crichton, Charles"
75766;"Crichton, Kyle (I)"
75767;"Crichton, Michael"
75865;"Crispino, Armando"
75919;"Cristofer, Michael"
75942;"Critchlow, Keith"
76005;"Crocker, Harry"
76063;"Croghan, Emma-Kate"
76066;"Croise, Hugh"
76084;"Cromar, Ken"
76141;"Cronenberg, David"
76143;"Croner, Karen"
76182;"Cronley, Jay"
76187;"Cronyn, Hume"
76281;"Cross, Alison (I)"
76286;"Cross, Beverley"
76421;"Crouch, Paul (I)"
76436;"Crouse, Russel"
76489;"Crowdy, Mark"
76496;"Crowe, Cameron (I)"
76498;"Crowe, Christopher"
76548;"Crowley, Mart"
76578;"Crowther, John (IV)"
76626;"Cruickshank, Jim"
76636;"Cruise, Tom"
76690;"Crutcher, Chris"
76891;"Cryer, Jon"
76895;"Crystal, Billy"
76919;"Cs. Nagy, Sándor"
76978;"Csupo, Gabor"
77044;"Cube, Ice"
77112;"Cudworth, Tom"
77159;"Cuerda, José Luis"
77371;"Cullen, Theresa"
77594;"Cundieff, Rusty"
77710;"Cunningham, Jere"
77719;"Cunningham, John W."
77732;"Cunningham, Lowell"
77762;"Cunningham, Sean S."
77870;"Curiel, Federico"
77985;"Currie, Sheldon"
77990;"Currier, Lauren"
77991;"Currier, Lavinia (I)"
78059;"Curtin, Valerie"
78075;"Curtis, Dan (I)"
78095;"Curtis, Jamie"
78130;"Curtis, Nathaniel"
78136;"Curtis, Richard (I)"
78147;"Curtis-Hall, Vondie"
78153;"Curtiss, Ursula"
78166;"Curwick, Stephen"
78186;"Cusack, Joan"
78187;"Cusack, John (I)"
78246;"Cussler, Clive"
78281;"Cuthbert, Neil"
78289;"Cuthrell, Elizabeth"
78449;"Cyran, Catherine"
78575;"Cáceres, Gerardo"
78690;"D'Abbes, Ingram"
78829;"D'Amico, Masolino"
79129;"D'Orta, Marcello"
79156;"d'Usseau, Arnaud"
79522;"DaGradi, Don"
79567;"Dahl, Dicky"
79575;"Dahl, John (I)"
79590;"Dahl, Rick"
79591;"Dahl, Roald"
79927;"Daley, Robert (III)"
80354;"Dammann, Friedrich"
80384;"Damon, Matt"
80522;"Dane, Clemence"
80605;"Dangerfield, Rodney"
80806;"Daniels, Ray 'Cory'"
80844;"Danielson, Shell"
80880;"Danischewsky, Monja"
80962;"Danon, Marcello"
81111;"Darabont, Frank"
81144;"Darby, Jonathan (I)"
81166;"Dard, Frédéric"
81176;"Dardenne, Jean-Pierre"
81178;"Dardenne, Luc"
81272;"Darling, Scott"
81534;"Dash, Julie"
81597;"Dassin, Jules"
81786;"Davenport, Dorothy"
81824;"Daves, Delmer"
81895;"David, Filip"
81933;"David, Larry (I)"
82059;"Davidson, Andrew (II)"
82133;"Davidson, Martin (I)"
82158;"Davidson, Ronald (I)"
82192;"Davies, Andrew (I)"
82329;"Davies, Terence"
82333;"Davies, Tod"
82338;"Davies, Valentine"
82339;"Davies, William (II)"
82409;"Davis, Andrew (I)"
82437;"Davis, Bill C."
82465;"Davis, Carlos (I)"
82528;"Davis, Deborah Dean"
82631;"Davis, Ivan"
82709;"Davis, Julie (I)"
82765;"Davis, Marc (I)"
82790;"Davis, Michael (II)"
82797;"Davis, Mick (I)"
82958;"Davis, Tom (I)"
82986;"Davis, W. Terry"
83105;"Dawes Green, George"
83297;"Day, Gerry (I)"
83601;"de Balzac, Honoré"
83636;"de Beaumont, Jeanne-Marie Leprince"
83652;"De Bello, John (I)"
83655;"De Benedetti, Giacomo"
83656;"de Benedetti, Vittorio"
83667;"De Bernardi, Piero"
83933;"De Concini, Ennio"
84027;"De Felitta, Frank"
84029;"De Felitta, Raymond"
84195;"De Gresac, Fred"
84211;"de Grunwald, Anatole"
84254;"de Heer, Rolf"
84510;"de la Parelle, M."
84840;"De Luca, Michael"
84844;"De Luca, Rudy"
84906;"De Maris, Merrill"
84963;"De Meo, Paul"
84976;"De Micco, Kirk"
84981;"De Michiel, Helen"
85131;"de Oliveira, Manoel"
85164;"De Palma, Brian"
85524;"De Sica, Vittorio"
85596;"de Souza, Steven E."
85688;"de Van, Marina"
85766;"De Vore, Christopher"
86057;"Deane, Hamilton"
86087;"Dear, Nick (I)"
86090;"Dear, William"
86097;"Dearden, James"
86121;"Deasy, Frank"
86132;"Deaver, Jeffery"
86163;"DeBartolo, Tiffanie"
86214;"DeBlois, Dean"
86312;"DeCerchio, Tom"
86388;"DeClue, Denise"
86392;"Decoin, Didier"
86432;"Decter, Ed"
86460;"Dedini, Eldon"
86626;"Defoe, Daniel"
86639;"DeFrances, Vincent"
86647;"DeFranco, Rob (I)"
86672;"Degas, Andre"
86673;"Degas, Brian"
86740;"DeGrazier, Russell"
86814;"Dehn, Paul (I)"
86844;"Deighton, Len"
86865;"Deitch, Stephen"
86917;"Dekker, Fred"
87201;"del Toro, Guillermo"
87393;"Delannoy, Jean"
87544;"DeLeon, Marcus"
87548;"DeLeon, Walter"
87898;"Delman, Jeffrey"
88297;"DeMille, Nelson"
88349;"Demme, Jonathan"
88363;"DeMonaco, James"
88433;"Demy, Jacques"
88553;"Denis, Claire"
88667;"Dennis, Gill (I)"
88694;"Dennis, Patrick (I)"
88740;"Denny, Roger Q."
88759;"Densham, Pen"
88822;"Denton, Kit (I)"
88972;"Deramas, Wenn V."
89149;"Derrickson, Scott"
89272;"DeSanto, Tom"
89354;"DeShazer, Dennis"
89369;"Deshpande, Ravi"
89469;"Desny, Victor"
89697;"Deutsch, Helen"
89886;"DeVincentis, D.V."
89959;"Devlin, Barry"
89964;"Devlin, Dean"
89998;"Devon, Lorraine"
90012;"DeVore, Gary (I)"
90103;"Dewhurst, Keith"
90149;"Dexter, Peter"
90423;"Di Gaetano, Michael J."
90477;"Di Leo, Fernando"
90483;"Di Lorenzo, Edward"
90566;"Di Pego, Gerald"
90689;"Diamant, Moshe"
90723;"Diamond, I.A.L."
90741;"Diamond, Lon"
90767;"Diana, Graziano"
90784;"Diao, Yi'nan"
91055;"DiCicco, Kevin"
91056;"DiCillo, Tom"
91071;"Dick, Kirby"
91079;"Dick, Philip K."
91080;"Dick, R.A."
91091;"Dickens, Charles"
91145;"Dickey, Basil"
91151;"Dickey, James (I)"
91301;"Didion, Joan"
91378;"Diehl, William"
91390;"Diem, Mike van"
91461;"Dietl, Bo"
91518;"Dietz, Lew"
91602;"Dighton, John"
91664;"Dike, Phil"
91732;"Dille, Flint"
91772;"Dillon, Costa"
91801;"Dillon, Patrick (I)"
91808;"Dillon, Robert (III)"
92061;"Dindal, Mark"
92074;"Dinelli, Mel"
92136;"Dini, Paul"
92176;"Dinner, Greg"
92263;"Diop Mambéty, Djibril"
92322;"Dippé, Mark A.Z."
92429;"Disney, Roy Edward"
92430;"Disney, Tim (II)"
92431;"Disney, Walt"
92567;"Dix, Beulah Marie"
92606;"Dixon, Campbell"
92652;"Dixon, Leslie (I)"
92701;"Dizdar, Jasmin"
92942;"Dobai, Péter"
92964;"Dobbs, Lem"
93091;"Dobyns, Stephen"
93105;"Dochtermann, Rudy"
93126;"Docter, Pete"
93192;"Dodge, David (I)"
93250;"Doel, Frances"
93402;"Doillon, Jacques"
93587;"Dolman, Bob (I)"
93774;"Dominy, Jeannine"
93779;"Dommartin, Solveig"
93946;"Donald, Simon (III)"
94007;"Donati, Lorenzo"
94013;"Donati, Sergio"
94351;"Donovan, Martin (I)"
94381;"Donsky, Seth Michael"
94438;"Dooling, Richard"
94441;"Doolittle, John (I)"
94510;"Doran, James (I)"
94585;"Dorfman, Ariel"
94657;"Dorman, Joseph"
95038;"Doueiri, Ziad"
95049;"Dougan, Michael Feit"
95057;"Dougherty, Don"
95169;"Douglas, Leroy (I)"
95172;"Douglas, MacGregor"
95207;"Douglas-Home, William"
95363;"Dowd, Nancy (I)"
95448;"Downe, Allison Louise"
95473;"Downey Sr., Robert"
95542;"Downing, Stephen"
95583;"Doxelofer, Maria"
95608;"Doyle, Carol"
95685;"Doyle, Roddy"
95710;"Doyle-Murray, Brian"
95896;"Drake, Diane"
95919;"Drake, Oliver"
95942;"Drake, William A."
95992;"Draper, Peter"
95993;"Draper, Polly"
96011;"Dratler, Jay"
96093;"Dreiser, Theodore"
96264;"Dridi, Karim"
96279;"Drieu La Rochelle, Pierre"
96342;"Driscoll, Robin (I)"
96349;"Driskill, Elena"
96403;"Droney, Kevin"
96592;"Druyan, Ann"
96621;"Dryfoos, Susan Warms"
96634;"Drysdale, Lee"
96678;"Du Maurier, Daphne"
96703;"du Preez, Anton"
96709;"Du Rhone, Griff"
96840;"Duberman, Martin"
97017;"Ducastel, Olivier"
97064;"Duchemin, Rémy"
97118;"Ducsay, Bob"
97262;"Duff, Alan (I)"
97269;"Duff, James (I)"
97379;"Duffy, Troy"
97502;"Dugowson, Martine"
97515;"Dugès, André"
97539;"Duigan, John (I)"
97540;"Duigan, Virginia"
97616;"Dukovski, Dejan"
97683;"Dumas père, Alexandre"
97717;"Dumitriu, Petru"
97785;"Dunaway, Don Carlos"
97792;"Dunbar, Adrian"
97844;"Duncan, David (II)"
97878;"Duncan, Lois"
97889;"Duncan, Patrick Sheane"
97893;"Duncan, Peter (II)"
98177;"Dunn, Winifred"
98189;"Dunne, John Gregory"
98194;"Dunne, Philip (I)"
98249;"Dunsky, Evan"
98380;"Dupré, Carl V."
98578;"Durden, Paul"
98837;"Dusenberry, Phil"
98961;"Dutter, Anne"
98962;"Dutter, Georges"
99034;"Duvall, Robert"
99075;"Dux, Frank"
99157;"Dworet, Laurence"
99181;"Dwyer, Jim (I)"
99258;"Dyer, Gretchen"
99561;"Díaz Yanes, Agustín"
99732;"Dörrie, Doris"
99871;"Earl, Kenneth (I)"
100015;"Eastin, Jeff (I)"
100024;"Eastman, Carole"
100036;"Eastman, Kevin (I)"
100080;"Eastwood, James (I)"
100183;"Eberhardt, Thom E."
100287;"Eby, Lois"
100468;"Eco, Umberto"
100757;"Edlund, Ben"
100773;"Edmond, Frances"
100827;"Edmunds, Martin"
100918;"Edwards, Blake (I)"
101369;"Egger, Jürgen"
101447;"Egoyan, Atom"
101488;"Ehle, John"
101555;"Ehrin, Kerry"
101901;"Eisenstein, Sergei M."
101918;"Eisinger, Jo"
101944;"Eisner, Philip"
102024;"Ekers, Joe"
102347;"Elbling, Peter"
102366;"Elder III, Lonne"
102407;"Elders, Kevin"
102451;"Elehwany, Laurice"
102515;"Elfont, Harry"
102571;"Eliacheff, Caroline"
102611;"Elias, Michael (I)"
102670;"Eliot, George (I)"
102847;"Ellery, Tom (I)"
102860;"Ellin, Doug (I)"
102879;"Ellington, E.A."
102930;"Elliott, Aiyana"
102948;"Elliott, Chris (I)"
103032;"Elliott, Stephan"
103041;"Elliott, Ted (I)"
103066;"Ellis, Anthony L."
103076;"Ellis, Bret Easton"
103164;"Ellis, Kirk"
103193;"Ellis, Novalyne Price"
103231;"Ellis, Trey"
103281;"Ellmann, Richard"
103290;"Ellroy, James"
103340;"Elmes, Guy"
103798;"Emmerich, Roland"
103799;"Emmerich, Toby"
103815;"Emmett, E.V.H."
103895;"Enbom, John"
103931;"Ende, Michael"
103972;"Endler, Michael (I)"
103983;"Endore, Guy"
104126;"Engelbach, David"
104139;"Engelhard, Jack"
104167;"Engelmann, Peter (I)"
104178;"Engels, Robert"
104239;"Englander, Otto"
104382;"Enlen, Martin"
104474;"Enriquez, Thom"
104540;"Enyedi, Ildikó"
104574;"Ephron, Delia"
104577;"Ephron, Nora"
104613;"Epperson, Tom (I)"
104627;"Epps Jr., Jack"
104686;"Epstein, Julius J."
104698;"Epstein, Philip G."
104699;"Epstein, Rob (I)"
104743;"Erb, Greg"
104777;"Erckmann, Emile"
105002;"Eriksen, Geir"
105172;"Ernst, Laura"
105426;"Escandón, María Amparo"
105649;"Eskow, John"
105889;"Esposito, John (I)"
105934;"Esquivel, Laura (I)"
105978;"Essex, Harry"
106007;"Estabrook, Howard"
106138;"Estevez, Emilio"
106267;"Eszterhas, Joe"
106360;"Ettedgui, Peter"
106428;"Eugenides, Jeffrey"
106468;"Eustis, Rich (I)"
106539;"Evans, Bentley Kyle"
106549;"Evans, Bruce A."
106594;"Evans, David M. (I)"
106712;"Evans, Max"
106723;"Evans, Nick (II)"
106878;"Everett, Gimel"
107099;"Exton, Clive"
107210;"Ezquerra, Carlos"
107265;"Fabbri, Diego"
107918;"Falcon, Jeffrey"
108023;"Falk, Lee"
108047;"Falkenstein, Jun"
108097;"Fallberg, Carl"
108140;"Fallon, Michael (I)"
108218;"Famuyiwa, Rick"
108238;"Fanaka, Jamaa"
108239;"Fanaro, Barry"
108245;"Fancher, Hampton"
108390;"Farago, Ladislas"
108391;"Faragoh, Francis Edward"
108394;"Faragó, Sándor (I)"
108501;"Fargeau, Jean-Pol"
108625;"Farjeon, Joseph Jefferson"
108680;"Farley, Sean (I)"
108838;"Farrands, Daniel"
108845;"Farrar, Robert (I)"
108884;"Farrell, Henry"
108942;"Farrelly, Bobby"
108948;"Farrelly, Peter"
108976;"Farris, John (I)"
109063;"Fasano, John"
109119;"Fassbinder, Rainer Werner"
109133;"Fast, Alvin L."
109135;"Fast, Howard"
109274;"Faulkner, William (I)"
109427;"Favreau, Jon (I)"
109579;"Fearing, Kenneth"
109594;"Feather, Jacqueline"
109867;"Feiffer, Jules"
109949;"Feinmann, José Pablo"
109976;"Feirstein, Bruce"
110004;"Feiyu, Bi"
110015;"Feke, Steve"
110051;"Feldberg, Mark"
110095;"Feldman, Dennis"
110117;"Feldman, Jonathan Marc"
110136;"Feldman, Randy (I)"
110262;"Fellini, Federico"
110451;"Fenn, Suzanne (I)"
110518;"Fenton, Frank (I)"
110563;"Ferber, Edna"
110645;"Ferguson, Craig (I)"
110700;"Ferguson, Larry (I)"
110767;"Ferland, Guy (I)"
110948;"Fernandez, Peter (I)"
111010;"Ferner, Max"
111437;"Ferrara, Abel"
111585;"Ferreira Barbosa, Laurence"
111696;"Ferrell, Will"
111762;"Ferreri, Marco (I)"
111835;"Ferrini, Franco"
111855;"Ferris, Michael (III)"
111864;"Ferris, Walter"
111981;"Fessier, Michael"
111985;"Fessler, Michel"
112088;"Feynman, Richard"
112136;"Fiastri, Jaja"
112211;"Fidello, Manuel"
112273;"Field, David (II)"
112318;"Field, S.S."
112349;"Fielding, Henry"
112368;"Fields, Adam (I)"
112385;"Fields, Greg (I)"
112386;"Fields, Herbert"
112436;"Fields, W.C."
112472;"Fieschi, Jacques"
112506;"Figgis, Mike"
112630;"Filardi, Peter"
112800;"Filler, Leo"
112873;"Finch, Charles (I)"
112964;"Fine, Anne (I)"
113035;"Fingleton, Anthony"
113057;"Fink, Harry Julian"
113077;"Fink, Rita M."
113124;"Finklehoffe, Fred F."
113125;"Finkleman, Ken"
113201;"Finn, Will (I)"
113237;"Finney, Jack (I)"
113382;"Fire, Richard"
113642;"Fischetto, Laura"
113729;"Fisher, Bud"
113807;"Fisher, Jim (II)"
113896;"Fisher, Vardis"
113941;"Fiskin, Jeffrey Alan"
114055;"Fitzgerald, F. Scott"
114108;"Fitzgerald, Thom"
114127;"Fitzhugh, Louise"
114290;"Flackett, Jennifer"
114302;"Flagg, Fannie"
114339;"Flaiano, Ennio"
114355;"Flamberg, James"
114443;"Flanigan, Sara"
114451;"Flannery, Peter"
114467;"Flashner, Graham"
114529;"Fleeman, Gregory (I)"
114616;"Fleming Jr., R. Lee"
114620;"Fleming, Andrew (I)"
114645;"Fleming, Erik"
114653;"Fleming, Ian (I)"
114762;"Fletcher, Charlie (I)"
114800;"Fletcher, Lucille"
114879;"Flinn, Denny Martin"
114941;"Flood, Denis"
115137;"Florey, Robert"
115385;"Flynn, Thomas T."
115523;"Fogle, James"
115605;"Foldes, Yolanda"
115768;"Fonda, Peter (I)"
115774;"Fondato, Marcello"
115779;"Foner, Naomi"
115899;"Fontaine, Anne"
116014;"Fonvielle, Lloyd"
116042;"Foote, Horton"
116043;"Foote, John Taintor"
116076;"Forbes, Bryan"
116172;"Ford, Christian (I)"
116230;"Ford, John (I)"
116290;"Ford, Ron (I)"
116353;"Foreman, Carl (I)"
116388;"Forest, Jean-Claude"
116403;"Forester, C.S."
116470;"Forman, Denis"
116571;"Forouzesh, Ebrahim"
116623;"Forrester, Brent"
116629;"Forrester, Larry"
116710;"Forster, E.M."
116734;"Forsyth, Bill (I)"
116738;"Forsyth, Frederick"
116761;"Fort, Garrett"
116773;"Forte, Christian (I)"
116783;"Forte, John (I)"
116884;"Fortune, Jan"
116960;"Fosse, Bob"
116978;"Foster, Alan Dean"
117038;"Foster, Hal (I)"
117081;"Foster, Lewis R."
117286;"Fournier, Christian (I)"
117499;"Fox, George (II)"
117541;"Fox, Kevin (II)"
117591;"Fox, Robbie (I)"
117681;"Foyt, Victoria"
117786;"Fraim, Tracy"
117812;"Fraley, Oscar"
117859;"France, Michael"
117917;"Franci, Adolfo"
117963;"Francis, Dean (I)"
118060;"Franck, Dan"
118165;"Franco, Ricardo (I)"
118243;"Frank Jr., Harriet"
118252;"Frank, Anne (I)"
118264;"Frank, Carol (I)"
118290;"Frank, Fredric M."
118344;"Frank, Melvin"
118366;"Frank, Scott (I)"
118428;"Frankel, David (I)"
118456;"Franken, Al (I)"
118471;"Frankenheimer, John"
118492;"Franklin, Carl (I)"
118523;"Franklin, Howard"
118528;"Franklin, Jeff (I)"
118612;"Franks, Steve (I)"
118692;"Franzoni, David (II)"
118740;"Fraser, Angus (I)"
118745;"Fraser, Brad"
118746;"Fraser, Brent David"
118772;"Fraser, Harry L."
118797;"Fraser, Paul (I)"
118935;"Frazier, Gibson"
119038;"Frederickson, Gray"
119103;"Freed, Arthur"
119112;"Freed, Donald"
119191;"Freeland, Jason"
119261;"Freeman, Everett"
119306;"Freeman, Leonard"
119328;"Freeman, Morgan J."
119672;"Fresco, Robert M."
119704;"Freud, Esther"
119709;"Freudberg, Judy"
119740;"Freundlich, Bart"
119765;"Frey, Darcy"
119773;"Frey, James"
119885;"Fricke, Ron (I)"
119955;"Friedberg, Jason"
119960;"Friedberg, Rick"
119972;"Friedenberg, Richard"
119991;"Friedkin, William"
120041;"Friedman, Brent V."
120042;"Friedman, Bruce Jay"
120055;"Friedman, David F."
120074;"Friedman, Jeffrey (I)"
120083;"Friedman, Josh (I)"
120088;"Friedman, Ken (I)"
120095;"Friedman, Lewis"
120103;"Friedman, Mel (I)"
120124;"Friedman, Ron (II)"
120193;"Friel, Brian (I)"
120225;"Frieri, Christopher C."
120425;"Friðriksson, Friðrik Þór"
120434;"Frobenius, Nikolaj"
120463;"Froeschel, George"
120524;"Fromm, Christoph"
120598;"Frost, Mark (I)"
120674;"Frumkes, Roy"
120695;"Fry, Christopher (I)"
120716;"Fry, Rick (I)"
120717;"Fry, Rosalie K."
120743;"Frydman, Serge"
120754;"Frye, E. Max"
120880;"Fucci, Thomas A."
121088;"Fujii, James"
121144;"Fujioka, Yutaka"
121228;"Fukazawa, Shichirô"
121319;"Fulci, Lucio"
121371;"Fuller, Charles (I)"
121401;"Fuller, Kim (I)"
121433;"Fuller, Samuel"
121656;"Furie, Sidney J."
121697;"Furmaniak, Ralph"
121742;"Furst, Werner H."
121759;"Furthman, Charles"
121760;"Furthman, Jules"
121789;"Furuya, Fumio"
121819;"Fusco, John (I)"
121948;"Färberböck, Max"
122122;"Gabeira, Fernando"
122208;"Gabriel, Mike (I)"
122310;"Gaddis, Thomas E."
122326;"Gades, Antonio"
122411;"Gaffney, Sheila"
122433;"Gage, Beth"
122457;"Gaghan, Stephen"
122600;"Gaines, William M."
122608;"Gainville, René"
122801;"Galdone, Paul"
122804;"Gale, Bob"
122837;"Galeen, Henrik"
122872;"Galgut, Damon"
123077;"Gallagher, Peter (I)"
123283;"Gallico, Paul"
123319;"Gallmann, Kuki"
123330;"Gallo, George (I)"
123357;"Gallo, Vincent"
123376;"Galloro, Antonio"
123438;"Galouye, Daniel F."
123458;"Galsworthy, John"
123722;"Gamet, Kenneth"
123962;"Gannaway, Roberts"
123976;"Gannon, Joe (I)"
124029;"Gantillon, Simon"
124055;"Ganz, Lowell"
124235;"Garci, José Luis"
124972;"García, Pelayo"
125065;"Gardel, Louis"
125136;"Gardner, Cliff (I)"
125138;"Gardner, Craig (I)"
125161;"Gardner, Herb"
125260;"Garen, Leo"
125287;"Garfield, Brian (I)"
125308;"Garfinkle, Louis"
125374;"Gariss, Jack"
125411;"Garland, Robert (I)"
125489;"Garner, Martin (II)"
125628;"Garrett, Lila"
125633;"Garrett, Oliver H.P."
125713;"Garris, Mick"
125729;"Garrison, Jim (I)"
125780;"Garson, Henry"
125894;"Gary, Romain"
126030;"Gaskill, Andy"
126130;"Gastaldi, Ernesto"
126217;"Gates, Tudor"
126240;"Gatlif, Tony"
126372;"Gaudreault, Émile"
126501;"Gauthier, Susan"
126712;"Gay, John (II)"
126714;"Gay, Lawrence"
126760;"Gaylin, Michael"
126799;"Gayton, Joe (I)"
126820;"Gazdag, Gyula"
126860;"Gazzo, Michael V."
126922;"Geasland, Jack"
126986;"Geddie, Bill"
127043;"Geels, Laurens"
127217;"Geiss, Tony"
127269;"Gelbart, Larry"
127285;"Geldman, Mark"
127335;"Geller, Bruce (I)"
127344;"Geller, Lynn (I)"
127366;"Gellis, Andrew"
127379;"Gelman, Milton S."
127381;"Gelman, Woody"
127431;"Gems, Jonathan"
127472;"Gendron, Pierre (I)"
127493;"Genet, Jean"
127597;"Gent, Peter (I)"
127706;"Geoffrion, Robert"
127804;"George, Matt (I)"
127824;"George, Peter (II)"
127825;"George, Peter (III)"
127852;"George, Terry (I)"
127992;"Gerald, Marc"
127997;"Gerani, Gary"
128086;"Gerber, Steve"
128220;"Germain, Paul (I)"
128334;"Gerry, Vance"
128346;"Gershe, Leonard"
128432;"Gervasi, Sacha"
128488;"Getchell, Robert"
128605;"Ghaffari, Earl"
128710;"Gherardi, Gherardo"
128907;"Giacosa, Giuseppe"
129211;"Gibbs, Ric"
129212;"Gibbs, Rob (I)"
129295;"Gibson, Channing"
129349;"Gibson, Mark (III)"
129406;"Gibson, Walter B."
129408;"Gibson, William (II)"
129422;"Gidding, Nelson"
129426;"Gide, André"
129433;"Gideon, Raynold"
129462;"Gieg Jr., Charles"
129509;"Giese, Maria"
129544;"Gifford, Barry"
129699;"Gil, Mateo"
129900;"Gilchriest, Gail"
129944;"Giler, David"
129953;"Giles, David (I)"
130104;"Gillard, Stuart"
130125;"Giller, Boris"
130210;"Gilliam, Terry"
130216;"Gilliat, Sidney"
130251;"Gilligan, Vince"
130430;"Gilroy, Dan"
130439;"Gilroy, Tony (I)"
130466;"Gilver, Doris"
130611;"Ginsberg, Milton Moses"
130677;"Giono, Jean"
130799;"Gipe, George"
130806;"Gipson, Fred"
130847;"Girard, François (I)"
130892;"Giraud, Jean"
130987;"Giroud, Françoise"
131067;"Gitlin, Drew"
131096;"Gittler, Robert"
